question_id,question_title,created_at,user_id,score,score_type,forecaster,resolution,scheduled_close_time,actual_close_time,question_weight,post_id
28887,"Will a senolytic therapy be approved for commercial sale by the US FDA before January 1, 2025?",2024-10-18 22:22:15.921432+00,101465,0.1568881545380358,spot_peer,Jgalt,no,2024-10-22 14:30:00+00,2024-10-22 14:30:00+00,1.0,28948
28887,"Will a senolytic therapy be approved for commercial sale by the US FDA before January 1, 2025?",2024-10-18 22:22:15.921432+00,101465,0.0544149404222901,peer,Jgalt,no,2024-10-22 14:30:00+00,2024-10-22 14:30:00+00,1.0,28948
28887,"Will a senolytic therapy be approved for commercial sale by the US FDA before January 1, 2025?",2024-10-18 22:22:15.921432+00,101465,74.77277494564233,baseline,Jgalt,no,2024-10-22 14:30:00+00,2024-10-22 14:30:00+00,1.0,28948
28887,"Will a senolytic therapy be approved for commercial sale by the US FDA before January 1, 2025?",2024-10-18 22:22:15.921432+00,101465,99.4217647405994,spot_baseline,Jgalt,no,2024-10-22 14:30:00+00,2024-10-22 14:30:00+00,1.0,28948
28887,"Will a senolytic therapy be approved for commercial sale by the US FDA before January 1, 2025?",2024-10-18 22:22:15.921432+00,101465,-1.4759289351697806e-05,relative_legacy,Jgalt,no,2024-10-22 14:30:00+00,2024-10-22 14:30:00+00,1.0,28948
28887,"Will a senolytic therapy be approved for commercial sale by the US FDA before January 1, 2025?",2024-10-18 22:22:15.921432+00,103777,-0.5144801183467005,spot_peer,datscilly,no,2024-10-22 14:30:00+00,2024-10-22 14:30:00+00,1.0,28948
28887,"Will a senolytic therapy be approved for commercial sale by the US FDA before January 1, 2025?",2024-10-18 22:22:15.921432+00,103777,-0.0045182078931133,relative_legacy,datscilly,no,2024-10-22 14:30:00+00,2024-10-22 14:30:00+00,1.0,28948
28887,"Will a senolytic therapy be approved for commercial sale by the US FDA before January 1, 2025?",2024-10-18 22:22:15.921432+00,103777,98.5500430304885,spot_baseline,datscilly,no,2024-10-22 14:30:00+00,2024-10-22 14:30:00+00,1.0,28948
28887,"Will a senolytic therapy be approved for commercial sale by the US FDA before January 1, 2025?",2024-10-18 22:22:15.921432+00,103777,-0.3140214571375507,peer,datscilly,no,2024-10-22 14:30:00+00,2024-10-22 14:30:00+00,1.0,28948
28887,"Will a senolytic therapy be approved for commercial sale by the US FDA before January 1, 2025?",2024-10-18 22:22:15.921432+00,103777,55.18049664434193,baseline,datscilly,no,2024-10-22 14:30:00+00,2024-10-22 14:30:00+00,1.0,28948
28887,"Will a senolytic therapy be approved for commercial sale by the US FDA before January 1, 2025?",2024-10-18 22:22:15.921432+00,115725,0.4950465732619168,peer,Sergio,no,2024-10-22 14:30:00+00,2024-10-22 14:30:00+00,1.0,28948
28887,"Will a senolytic therapy be approved for commercial sale by the US FDA before January 1, 2025?",2024-10-18 22:22:15.921432+00,115725,0.379779124189785,spot_peer,Sergio,no,2024-10-22 14:30:00+00,2024-10-22 14:30:00+00,1.0,28948
